dreams_id,Co-enrolled in OVC
40/1215/1264,FALSE
40/1210/1093,FALSE
40/1215/1317,FALSE
40/1215/1319,FALSE
40/1190/1847,FALSE
40/1215/1346,FALSE
40/1198/6,FALSE
40/1215/1347,FALSE
40/1198/7,FALSE
40/1210/1132,FALSE
40/1211/1727,FALSE
40/1215/1352,FALSE
40/1215/1353,FALSE
40/1215/1229,FALSE
40/1210/1175,FALSE
40/1215/1363,FALSE
40/1210/1135,FALSE
40/1215/1369,FALSE
40/1211/1681,FALSE
40/1210/1128,FALSE
40/1211/1701,FALSE
40/1215/1286,FALSE
40/1201/815,FALSE
40/1215/1374,FALSE
40/1211/1746,FALSE
40/1211/1774,FALSE
40/1210/1145,FALSE
40/1211/1748,FALSE
40/1210/1194,FALSE
40/1211/1703,FALSE
40/1211/1761,FALSE
40/1201/851,FALSE
40/1201/836,FALSE
40/1201/829,FALSE
40/1201/839,FALSE
40/1211/1781,FALSE
40/1198/22,FALSE
40/1189/1049,FALSE
40/1201/831,FALSE
40/1200/865,FALSE
40/1211/1807,FALSE
40/1211/1797,FALSE
40/1201/864,FALSE
40/1189/1130,FALSE
40/1201/895,FALSE
40/1201/897,FALSE
40/1211/1799,FALSE
40/1211/1812,FALSE
40/1201/848,FALSE
40/1189/1138,FALSE
40/1189/1139,FALSE
40/1201/870,FALSE
40/1189/1097,FALSE
40/1201/911,FALSE
40/1201/919,FALSE
40/1189/1035,FALSE
40/1211/1820,FALSE
40/1189/1126,FALSE
40/1200/867,FALSE
40/1200/868,FALSE
40/1189/1115,FALSE
40/1211/1837,FALSE
40/1211/1838,FALSE
40/1211/1773,FALSE
40/1190/1867,FALSE
40/1198/44,FALSE
40/1215/1380,FALSE
40/1211/1845,FALSE
40/1189/1121,FALSE
40/1189/1122,FALSE
40/1198/100,FALSE
40/1211/1813,FALSE
40/1198/101,FALSE
40/1211/1855,FALSE
40/1190/1868,FALSE
40/1187/1821,FALSE
40/1210/1227,FALSE
40/1210/1233,FALSE
40/1210/1235,FALSE
40/1210/1244,FALSE
40/1218/53,FALSE
40/1218/54,FALSE
40/1218/159,FALSE
40/1198/105,FALSE
40/1218/60,FALSE
40/1190/1866,FALSE
40/1198/111,FALSE
40/1189/1177,FALSE
40/1210/1282,FALSE
40/1219/34,FALSE
40/1210/1254,FALSE
40/1198/114,FALSE
40/1210/1255,FALSE
40/1218/71,FALSE
40/1218/81,FALSE
40/1210/1260,FALSE
40/1219/91,FALSE
40/1218/168,FALSE
40/1218/250,FALSE
40/1218/254,FALSE
40/1189/1191,FALSE
40/1210/1221,FALSE
40/1219/97,FALSE
40/1219/98,FALSE
40/1218/268,FALSE
40/1190/1871,FALSE
40/1189/1206,FALSE
40/1218/286,FALSE
40/1218/288,FALSE
40/1218/128,FALSE
40/1219/50,FALSE
40/1215/1385,FALSE
40/1218/27,FALSE
40/1218/1,FALSE
40/1218/2,FALSE
40/1210/1328,FALSE
40/1218/29,FALSE
40/1218/31,FALSE
40/1218/174,FALSE
40/1210/1329,FALSE
40/1218/293,FALSE
40/1210/1306,FALSE
40/1218/41,FALSE
40/1218/147,FALSE
40/1210/1271,FALSE
40/1219/24,FALSE
40/1189/1200,FALSE
40/1218/378,FALSE
40/1218/201,FALSE
40/1218/205,FALSE
40/1219/193,FALSE
40/1219/124,FALSE
40/1210/1314,FALSE
40/1210/1311,FALSE
40/1219/59,FALSE
40/1218/473,FALSE
40/1208/1797,FALSE
40/1187/1835,FALSE
40/1219/148,FALSE
40/1208/1798,FALSE
40/1211/1919,FALSE
40/1219/259,FALSE
40/1210/1289,FALSE
40/1187/1837,FALSE
40/1218/299,FALSE
40/1211/1940,FALSE
40/1211/1883,FALSE
40/1211/1884,FALSE
40/1218/516,FALSE
40/1189/1254,FALSE
40/1201/949,FALSE
40/1218/354,FALSE
40/1201/954,FALSE
40/1219/263,FALSE
40/1210/1343,FALSE
40/1201/951,FALSE
40/1211/1920,FALSE
40/1210/1357,FALSE
40/1219/76,FALSE
40/1219/156,FALSE
40/1189/1233,FALSE
40/1201/929,FALSE
40/1219/80,FALSE
40/1218/232,FALSE
40/1218/528,FALSE
40/1218/66,FALSE
40/1189/1184,FALSE
40/1210/1281,FALSE
40/1210/1251,FALSE
40/1189/1186,FALSE
40/1189/1170,FALSE
40/1198/110,FALSE
40/1218/163,FALSE
40/1219/39,FALSE
40/1218/253,FALSE
40/1198/118,FALSE
40/1219/96,FALSE
40/1219/100,FALSE
40/1187/1826,FALSE
40/1218/274,FALSE
40/1218/106,FALSE
40/1218/109,FALSE
40/1189/1192,FALSE
40/1218/112,FALSE
40/1218/113,FALSE
40/1218/278,FALSE
40/1210/1295,FALSE
40/1219/106,FALSE
40/1198/98,FALSE
40/1218/285,FALSE
40/1210/1297,FALSE
40/1189/1195,FALSE
40/1189/1196,FALSE
40/1218/8,FALSE
40/1210/1223,FALSE
40/1189/1144,FALSE
40/1189/1197,FALSE
40/1218/136,FALSE
40/1189/1198,FALSE
40/1208/1788,FALSE
40/1218/25,FALSE
40/1218/28,FALSE
40/1190/1872,FALSE
40/1210/1269,FALSE
40/1218/144,FALSE
40/1218/182,FALSE
40/1218/183,FALSE
40/1218/189,FALSE
40/1219/189,FALSE
40/1218/195,FALSE
40/1187/1858,FALSE
40/1218/196,FALSE
40/1218/197,FALSE
40/1219/23,FALSE
40/1211/1875,FALSE
40/1218/472,FALSE
40/1219/178,FALSE
40/1219/25,FALSE
40/1218/203,FALSE
40/1218/416,FALSE
40/1218/426,FALSE
40/1218/427,FALSE
40/1219/232,FALSE
40/1187/1869,FALSE
40/1218/207,FALSE
40/1210/1283,FALSE
40/1187/1831,FALSE
40/1219/131,FALSE
40/1187/1805,FALSE
40/1211/1887,FALSE
40/1218/351,FALSE
40/1208/1800,FALSE
40/1187/1861,FALSE
40/1218/433,FALSE
40/1210/1288,FALSE
40/1218/213,FALSE
40/1190/1873,FALSE
40/1218/217,FALSE
40/1219/236,FALSE
40/1210/1345,FALSE
40/1219/239,FALSE
40/1186/1780,FALSE
40/1187/1871,FALSE
40/1218/224,FALSE
40/1219/74,FALSE
40/1218/225,FALSE
40/1218/303,FALSE
40/1208/1802,FALSE
40/1187/1864,FALSE
40/1219/267,FALSE
40/1215/1390,FALSE
40/1189/1234,FALSE
40/1218/420,FALSE
40/1218/235,FALSE
40/1218/531,FALSE
40/1210/1365,FALSE
40/1219/270,FALSE
40/1210/1368,FALSE
40/1218/535,FALSE
40/1219/271,FALSE
40/1210/1378,FALSE
40/1211/1946,FALSE
40/1218/451,FALSE
40/1215/1392,FALSE
40/1218/423,FALSE
40/1211/1950,FALSE
40/1201/956,FALSE
40/1219/272,FALSE
40/1218/501,FALSE
40/1219/164,FALSE
40/1218/455,FALSE
40/1218/541,FALSE
40/1189/1268,FALSE
40/1219/223,FALSE
40/1218/460,FALSE
40/1190/1879,FALSE
40/1211/1923,FALSE
40/1219/248,FALSE
40/1219/252,FALSE
40/1219/321,FALSE
40/1218/466,FALSE
40/1219/227,FALSE
40/1211/1918,FALSE
40/1218/470,FALSE
40/1211/1948,FALSE
40/1219/182,FALSE
40/1218/579,FALSE
40/1219/418,FALSE
40/1207/11,FALSE
40/1218/656,FALSE
40/1218/309,FALSE
40/1218/692,FALSE
40/1218/693,FALSE
40/1219/300,FALSE
40/1218/694,FALSE
40/1218/395,FALSE
40/1218/659,FALSE
40/1218/696,FALSE
40/1207/49,FALSE
40/1218/699,FALSE
40/1219/301,FALSE
40/1218/661,FALSE
40/1201/962,FALSE
40/1219/422,FALSE
40/1189/1276,FALSE
40/1219/324,FALSE
40/1218/606,FALSE
40/1207/40,FALSE
40/1209/6,FALSE
40/1219/339,FALSE
40/1218/703,FALSE
40/1219/389,FALSE
40/1218/705,FALSE
40/1218/718,FALSE
40/1196/1003,FALSE
40/1218/398,FALSE
40/1218/675,FALSE
40/1219/444,FALSE
40/1218/574,FALSE
40/1219/445,FALSE
40/1211/1953,FALSE
40/1219/340,FALSE
40/1218/678,FALSE
40/1219/137,FALSE
40/1210/1318,FALSE
40/1218/330,FALSE
40/1218/727,FALSE
40/1210/1326,FALSE
40/1189/1225,FALSE
40/1219/141,FALSE
40/1196/1006,FALSE
40/1219/432,FALSE
40/1207/21,FALSE
40/1215/1397,FALSE
40/1219/415,FALSE
40/1209/17,FALSE
40/1189/1228,FALSE
40/1219/453,FALSE
40/1196/997,FALSE
40/1209/16,FALSE
40/1209/24,FALSE
40/1209/25,FALSE
40/1187/1913,FALSE
40/1218/405,FALSE
40/1219/505,FALSE
40/1219/520,FALSE
40/1211/1984,FALSE
40/1218/743,FALSE
40/1218/744,FALSE
40/1219/462,FALSE
40/1211/1990,FALSE
40/1218/814,FALSE
40/1218/815,FALSE
40/1218/761,FALSE
40/1218/768,FALSE
40/1218/852,FALSE
40/1218/854,FALSE
40/1218/898,FALSE
40/1219/561,FALSE
40/1218/770,FALSE
40/1211/2018,FALSE
40/1219/468,FALSE
40/1218/905,FALSE
40/1190/1913,FALSE
40/1211/2071,FALSE
40/1207/31,FALSE
40/1211/2020,FALSE
40/1219/571,FALSE
40/1211/2022,FALSE
40/1218/864,FALSE
40/1219/584,FALSE
40/1211/2040,FALSE
40/1211/2007,FALSE
40/1219/530,FALSE
40/1218/872,FALSE
40/1218/917,FALSE
40/1218/919,FALSE
40/1219/371,FALSE
40/1211/2012,FALSE
40/1219/616,FALSE
40/1209/115,FALSE
40/1211/2066,FALSE
40/1219/599,FALSE
40/1209/36,FALSE
40/1219/640,FALSE
40/1218/947,FALSE
40/1218/826,FALSE
40/1218/827,FALSE
40/1211/2045,FALSE
40/1219/548,FALSE
40/1189/1297,FALSE
40/1219/549,FALSE
40/1211/2091,FALSE
40/1218/961,FALSE
40/1214/1185,FALSE
40/1218/964,FALSE
40/1209/54,FALSE
40/1219/666,FALSE
40/1219/649,FALSE
40/1209/56,FALSE
40/1219/500,FALSE
40/1219/652,FALSE
40/1214/1182,FALSE
40/1219/501,FALSE
40/1209/61,FALSE
40/1209/62,FALSE
40/1214/1183,FALSE
40/1209/63,FALSE
40/1218/941,FALSE
40/1219/656,FALSE
40/1209/65,FALSE
40/1218/807,FALSE
40/1214/1187,FALSE
40/1218/978,FALSE
40/1218/985,FALSE
40/1187/1934,FALSE
40/1219/659,FALSE
40/1218/808,FALSE
40/1218/809,FALSE
40/1187/1940,FALSE
40/1209/90,FALSE
40/1211/2163,FALSE
40/1196/1008,FALSE
40/1187/1941,FALSE
40/1209/91,FALSE
40/1214/1175,FALSE
40/1190/1909,FALSE
40/1218/990,FALSE
40/1211/2124,FALSE
40/1209/123,FALSE
40/1211/2149,FALSE
40/1208/1821,FALSE
40/1218/997,FALSE
40/1214/1191,FALSE
40/1211/2128,FALSE
40/1209/100,FALSE
40/1218/999,FALSE
40/1207/92,FALSE
40/1219/866,FALSE
40/1211/2209,FALSE
40/1219/766,FALSE
40/1218/911,FALSE
40/1211/2215,FALSE
40/1211/2219,FALSE
40/1219/734,FALSE
40/1211/2115,FALSE
40/1211/2080,FALSE
40/1218/1072,FALSE
40/1219/891,FALSE
40/1214/1211,FALSE
40/1219/893,FALSE
40/1219/925,FALSE
40/1219/895,FALSE
40/1219/928,FALSE
40/1211/2283,FALSE
40/1219/935,FALSE
40/1219/938,FALSE
40/1211/2253,FALSE
40/1214/1217,FALSE
40/1219/905,FALSE
40/1218/1060,FALSE
40/1219/828,FALSE
40/1219/915,FALSE
40/1219/955,FALSE
40/1207/82,FALSE
40/1211/2182,FALSE
40/1211/2185,FALSE
40/1214/1267,FALSE
40/1211/2280,FALSE
40/1219/878,FALSE
40/1219/967,FALSE
40/1190/1937,FALSE
40/1207/108,FALSE
40/1207/109,FALSE
40/1219/1021,FALSE
40/1190/1930,FALSE
40/1211/2313,FALSE
40/1219/992,FALSE
40/1211/2333,FALSE
40/1211/2342,FALSE
40/1215/1409,FALSE
40/1219/995,FALSE
40/1219/715,FALSE
40/1219/996,FALSE
40/1219/1063,FALSE
40/1211/2299,FALSE
40/1219/1034,FALSE
40/1219/1066,FALSE
40/1219/1069,FALSE
40/1219/1070,FALSE
40/1219/748,FALSE
40/1214/1293,FALSE
40/1190/1915,FALSE
40/1218/1029,FALSE
40/1211/2191,FALSE
40/1219/1000,FALSE
40/1211/2165,FALSE
40/1219/1042,FALSE
40/1211/2345,FALSE
40/1219/1044,FALSE
40/1219/1045,FALSE
40/1208/1825,FALSE
40/1211/2202,FALSE
40/1218/1032,FALSE
40/1218/1039,FALSE
40/1218/1050,FALSE
40/1219/753,FALSE
40/1219/761,FALSE
40/1219/1108,FALSE
40/1219/1088,FALSE
40/1190/1917,FALSE
40/1214/1300,FALSE
40/1219/1115,FALSE
40/1219/1093,FALSE
40/1219/1051,FALSE
40/1219/1121,FALSE
40/1218/78,FALSE
40/1218/85,FALSE
40/1211/1863,FALSE
40/1211/1868,FALSE
40/1218/95,FALSE
40/1218/96,FALSE
40/1187/1803,FALSE
40/1219/40,FALSE
40/1211/1872,FALSE
40/1218/5,FALSE
40/1219/46,FALSE
40/1218/21,FALSE
40/1219/47,FALSE
40/1218/276,FALSE
40/1210/1298,FALSE
40/1219/111,FALSE
40/1210/1299,FALSE
40/1218/11,FALSE
40/1218/132,FALSE
40/1210/1266,FALSE
40/1198/103,FALSE
40/1201/937,FALSE
40/1210/1226,FALSE
40/1201/938,FALSE
40/1187/1827,FALSE
40/1218/143,FALSE
40/1218/342,FALSE
40/1218/412,FALSE
40/1219/117,FALSE
40/1218/294,FALSE
40/1218/186,FALSE
40/1218/187,FALSE
40/1208/1815,FALSE
40/1218/150,FALSE
40/1218/152,FALSE
40/1218/155,FALSE
40/1189/1244,FALSE
40/1210/1354,FALSE
40/1187/1829,FALSE
40/1208/1796,FALSE
40/1219/57,FALSE
40/1218/295,FALSE
40/1219/126,FALSE
40/1210/1337,FALSE
40/1219/233,FALSE
40/1218/428,FALSE
40/1189/1209,FALSE
40/1187/1860,FALSE
40/1210/1358,FALSE
40/1211/1938,FALSE
40/1210/1285,FALSE
40/1211/1889,FALSE
40/1210/1287,FALSE
40/1219/67,FALSE
40/1218/512,FALSE
40/1218/214,FALSE
40/1218/300,FALSE
40/1211/1882,FALSE
40/1218/301,FALSE
40/1218/382,FALSE
40/1219/71,FALSE
40/1218/514,FALSE
40/1211/1942,FALSE
40/1211/1944,FALSE
40/1187/1870,FALSE
40/1210/1341,FALSE
40/1189/1255,FALSE
40/1189/1257,FALSE
40/1189/1258,FALSE
40/1189/1231,FALSE
40/1219/211,FALSE
40/1219/212,FALSE
40/1211/1916,FALSE
40/1219/198,FALSE
40/1218/519,FALSE
40/1189/1213,FALSE
40/1218/220,FALSE
40/1219/75,FALSE
40/1219/265,FALSE
40/1218/523,FALSE
40/1219/78,FALSE
40/1218/524,FALSE
40/1218/231,FALSE
40/1218/233,FALSE
40/1218/526,FALSE
40/1218/527,FALSE
40/1218/236,FALSE
40/1218/529,FALSE
40/1210/1360,FALSE
40/1219/85,FALSE
40/1210/1374,FALSE
40/1189/1216,FALSE
40/1218/387,FALSE
40/1187/1847,FALSE
40/1219/158,FALSE
40/1218/360,FALSE
40/1211/1903,FALSE
40/1210/1363,FALSE
40/1219/269,FALSE
40/1218/533,FALSE
40/1210/1367,FALSE
40/1211/1904,FALSE
40/1218/536,FALSE
40/1218/306,FALSE
40/1201/932,FALSE
40/1218/364,FALSE
40/1187/1856,FALSE
40/1218/367,FALSE
40/1218/542,FALSE
40/1218/506,FALSE
40/1208/1811,FALSE
40/1219/226,FALSE
40/1218/575,FALSE
40/1189/1283,FALSE
40/1218/471,FALSE
40/1219/291,FALSE
40/1219/255,FALSE
40/1219/256,FALSE
40/1219/281,FALSE
40/1218/487,FALSE
40/1219/372,FALSE
40/1218/651,FALSE
40/1201/959,FALSE
40/1218/490,FALSE
40/1218/652,FALSE
40/1201/960,FALSE
40/1219/373,FALSE
40/1207/36,FALSE
40/1218/312,FALSE
40/1219/376,FALSE
40/1187/1900,FALSE
40/1218/618,FALSE
40/1218/686,FALSE
40/1219/377,FALSE
40/1219/296,FALSE
40/1190/1885,FALSE
40/1219/297,FALSE
40/1219/379,FALSE
40/1207/38,FALSE
40/1218/714,FALSE
40/1211/1966,FALSE
40/1187/1890,FALSE
40/1218/588,FALSE
40/1218/590,FALSE
40/1219/326,FALSE
40/1208/1817,FALSE
40/1189/1287,FALSE
40/1218/595,FALSE
40/1218/599,FALSE
40/1218/640,FALSE
40/1218/702,FALSE
40/1218/615,FALSE
40/1219/390,FALSE
40/1218/706,FALSE
40/1218/670,FALSE
40/1218/721,FALSE
40/1219/308,FALSE
40/1218/569,FALSE
40/1218/571,FALSE
40/1218/572,FALSE
40/1219/312,FALSE
40/1219/412,FALSE
40/1218/322,FALSE
40/1211/1968,FALSE
40/1219/320,FALSE
40/1211/1961,FALSE
40/1211/1976,FALSE
40/1211/1964,FALSE
40/1211/1955,FALSE
40/1190/1887,FALSE
40/1219/395,FALSE
40/1209/19,FALSE
40/1187/1907,FALSE
40/1209/22,FALSE
40/1189/1229,FALSE
40/1218/682,FALSE
40/1218/616,FALSE
40/1187/1909,FALSE
40/1219/435,FALSE
40/1219/396,FALSE
40/1219/477,FALSE
40/1219/478,FALSE
40/1207/25,FALSE
40/1211/2001,FALSE
40/1211/2003,FALSE
40/1218/845,FALSE
40/1211/1987,FALSE
40/1214/1164,FALSE
40/1218/740,FALSE
40/1211/2068,FALSE
40/1219/508,FALSE
40/1218/848,FALSE
40/1211/2005,FALSE
40/1211/2078,FALSE
40/1219/556,FALSE
40/1186/1787,FALSE
40/1211/2033,FALSE
40/1218/850,FALSE
40/1218/766,FALSE
40/1218/767,FALSE
40/1187/1923,FALSE
40/1218/853,FALSE
40/1219/563,FALSE
40/1207/28,FALSE
40/1187/1930,FALSE
40/1207/3,FALSE
40/1219/527,FALSE
40/1211/1989,FALSE
40/1219/469,FALSE
40/1190/1911,FALSE
40/1219/364,FALSE
40/1219/365,FALSE
40/1218/838,FALSE
40/1218/839,FALSE
40/1186/1789,FALSE
40/1214/1156,FALSE
40/1219/579,FALSE
40/1218/859,FALSE
40/1218/863,FALSE
40/1186/1788,FALSE
40/1219/531,FALSE
40/1190/1896,FALSE
40/1218/777,FALSE
40/1218/870,FALSE
40/1219/535,FALSE
40/1211/2056,FALSE
40/1219/536,FALSE
40/1218/921,FALSE
40/1189/1309,FALSE
40/1209/34,FALSE
40/1211/2057,FALSE
40/1219/597,FALSE
40/1211/2109,FALSE
40/1218/881,FALSE
40/1189/1311,FALSE
40/1219/545,FALSE
40/1218/929,FALSE
40/1218/790,FALSE
40/1211/2110,FALSE
40/1209/133,FALSE
40/1218/933,FALSE
40/1218/829,FALSE
40/1218/889,FALSE
40/1218/958,FALSE
40/1214/1201,FALSE
40/1218/966,FALSE
40/1219/669,FALSE
40/1218/835,FALSE
40/1209/60,FALSE
40/1211/2095,FALSE
40/1218/804,FALSE
40/1218/806,FALSE
40/1211/2142,FALSE
40/1190/1906,FALSE
40/1190/1907,FALSE
40/1218/983,FALSE
40/1211/2098,FALSE
40/1218/989,FALSE
40/1187/1938,FALSE
40/1189/1301,FALSE
40/1219/618,FALSE
40/1215/1403,FALSE
40/1209/95,FALSE
40/1218/992,FALSE
40/1209/126,FALSE
40/1211/2151,FALSE
40/1218/998,FALSE
40/1211/2157,FALSE
40/1218/1003,FALSE
40/1209/67,FALSE
40/1189/1312,FALSE
40/1211/2221,FALSE
40/1215/1404,FALSE
40/1207/68,FALSE
40/1219/624,FALSE
40/1211/2105,FALSE
40/1209/108,FALSE
40/1218/1005,FALSE
40/1219/884,FALSE
40/1214/1207,FALSE
40/1219/887,FALSE
40/1219/922,FALSE
40/1219/926,FALSE
40/1218/1081,FALSE
40/1219/929,FALSE
40/1219/673,FALSE
40/1219/806,FALSE
40/1219/933,FALSE
40/1219/899,FALSE
40/1219/680,FALSE
40/1219/683,FALSE
40/1219/685,FALSE
40/1211/2285,FALSE
40/1219/903,FALSE
40/1219/832,FALSE
40/1211/2176,FALSE
40/1219/947,FALSE
40/1219/948,FALSE
40/1219/913,FALSE
40/1214/1263,FALSE
40/1219/846,FALSE
40/1219/848,FALSE
40/1219/874,FALSE
40/1214/1274,FALSE
40/1190/1922,FALSE
40/1214/1275,FALSE
40/1219/980,FALSE
40/1214/1235,FALSE
40/1214/1284,FALSE
40/1219/1005,FALSE
40/1211/2292,FALSE
40/1219/703,FALSE
40/1207/111,FALSE
40/1219/987,FALSE
40/1219/1016,FALSE
40/1190/1928,FALSE
40/1219/706,FALSE
40/1190/1943,FALSE
40/1218/1021,FALSE
40/1190/1932,FALSE
40/1211/2335,FALSE
40/1211/2321,FALSE
40/1215/1410,FALSE
40/1214/1289,FALSE
40/1219/1036,FALSE
40/1219/745,FALSE
40/1214/1292,FALSE
40/1219/717,FALSE
40/1219/747,FALSE
40/1218/1027,FALSE
40/1190/1916,FALSE
40/1219/722,FALSE
40/1215/1417,FALSE
40/1215/1418,FALSE
40/1211/2198,FALSE
40/1218/1035,FALSE
40/1218/1045,FALSE
40/1219/724,FALSE
40/1219/725,FALSE
40/1219/1083,FALSE
40/1219/1090,FALSE
40/1219/1050,FALSE
40/1219/1052,FALSE
40/1190/1949,FALSE
40/1190/1968,FALSE
40/1190/1970,FALSE
40/1219/14,FALSE
40/1218/90,FALSE
40/1218/91,FALSE
40/1218/93,FALSE
40/1218/4,FALSE
40/1210/1220,FALSE
40/1218/258,FALSE
40/1218/102,FALSE
40/1218/259,FALSE
40/1218/269,FALSE
40/1187/1804,FALSE
40/1208/1787,FALSE
40/1210/1296,FALSE
40/1219/103,FALSE
40/1218/124,FALSE
40/1218/131,FALSE
40/1219/19,FALSE
40/1215/1384,FALSE
40/1219/52,FALSE
40/1219/53,FALSE
40/1210/1224,FALSE
40/1210/1265,FALSE
40/1218/33,FALSE
40/1218/34,FALSE
40/1219/142,FALSE
40/1218/289,FALSE
40/1219/113,FALSE
40/1218/177,FALSE
40/1218/181,FALSE
40/1218/291,FALSE
40/1208/1813,FALSE
40/1219/118,FALSE
40/1219/121,FALSE
40/1218/145,FALSE
40/1218/42,FALSE
40/1189/1154,FALSE
40/1218/44,FALSE
40/1218/200,FALSE
40/1219/55,FALSE
40/1187/1843,FALSE
40/1219/192,FALSE
40/1218/380,FALSE
40/1187/1844,FALSE
40/1218/348,FALSE
40/1219/129,FALSE
40/1210/1315,FALSE
40/1189/1208,FALSE
40/1187/1832,FALSE
40/1219/197,FALSE
40/1218/204,FALSE
40/1210/1284,FALSE
40/1219/151,FALSE
40/1210/1355,FALSE
40/1219/66,FALSE
40/1218/211,FALSE
40/1218/216,FALSE
40/1210/1356,FALSE
40/1189/1252,FALSE
40/1219/210,FALSE
40/1211/1901,FALSE
40/1201/950,FALSE
40/1218/435,FALSE
40/1211/1915,FALSE
40/1189/1260,FALSE
40/1198/92,FALSE
40/1210/1359,FALSE
40/1189/1232,FALSE
40/1201/928,FALSE
40/1218/223,FALSE
40/1218/229,FALSE
40/1218/359,FALSE
40/1218/522,FALSE
40/1219/266,FALSE
40/1189/1202,FALSE
40/1219/200,FALSE
40/1219/240,FALSE
40/1210/1364,FALSE
40/1218/498,FALSE
40/1215/1391,FALSE
40/1189/1235,FALSE
40/1210/1349,FALSE
40/1219/217,FALSE
40/1210/1350,FALSE
40/1211/1922,FALSE
40/1219/161,FALSE
40/1208/1806,FALSE
40/1218/539,FALSE
40/1218/540,FALSE
40/1201/933,FALSE
40/1219/163,FALSE
40/1219/219,FALSE
40/1219/220,FALSE
40/1189/1267,FALSE
40/1189/1240,FALSE
40/1218/463,FALSE
40/1201/935,FALSE
40/1218/373,FALSE
40/1201/936,FALSE
40/1218/465,FALSE
40/1211/1927,FALSE
40/1219/254,FALSE
40/1218/544,FALSE
40/1218/467,FALSE
40/1187/1868,FALSE
40/1201/957,FALSE
40/1219/287,FALSE
40/1219/229,FALSE
40/1189/1243,FALSE
40/1219/289,FALSE
40/1218/390,FALSE
40/1219/290,FALSE
40/1211/1931,FALSE
40/1186/1785,FALSE
40/1218/393,FALSE
40/1219/397,FALSE
40/1189/1221,FALSE
40/1187/1885,FALSE
40/1218/315,FALSE
40/1187/1886,FALSE
40/1218/584,FALSE
40/1219/420,FALSE
40/1218/555,FALSE
40/1218/687,FALSE
40/1218/394,FALSE
40/1187/1888,FALSE
40/1218/561,FALSE
40/1219/440,FALSE
40/1218/636,FALSE
40/1218/715,FALSE
40/1207/48,FALSE
40/1218/637,FALSE
40/1219/402,FALSE
40/1219/441,FALSE
40/1218/601,FALSE
40/1219/423,FALSE
40/1187/1893,FALSE
40/1207/41,FALSE
40/1187/1894,FALSE
40/1218/397,FALSE
40/1218/673,FALSE
40/1211/1895,FALSE
40/1211/1896,FALSE
40/1201/964,FALSE
40/1218/646,FALSE
40/1218/320,FALSE
40/1196/994,FALSE
40/1211/1962,FALSE
40/1218/622,FALSE
40/1219/139,FALSE
40/1219/355,FALSE
40/1211/1956,FALSE
40/1187/1852,FALSE
40/1187/1903,FALSE
40/1209/21,FALSE
40/1219/452,FALSE
40/1189/1282,FALSE
40/1209/14,FALSE
40/1219/482,FALSE
40/1219/507,FALSE
40/1209/39,FALSE
40/1219/489,FALSE
40/1218/741,FALSE
40/1219/457,FALSE
40/1207/26,FALSE
40/1211/2063,FALSE
40/1218/813,FALSE
40/1218/847,FALSE
40/1219/522,FALSE
40/1218/782,FALSE
40/1211/2016,FALSE
40/1219/558,FALSE
40/1219/523,FALSE
40/1214/1162,FALSE
40/1214/1155,FALSE
40/1218/784,FALSE
40/1219/560,FALSE
40/1219/513,FALSE
40/1211/2069,FALSE
40/1190/1889,FALSE
40/1218/903,FALSE
40/1214/1166,FALSE
40/1219/467,FALSE
40/1207/30,FALSE
40/1219/528,FALSE
40/1211/2006,FALSE
40/1211/1993,FALSE
40/1190/1890,FALSE
40/1207/7,FALSE
40/1214/1157,FALSE
40/1218/868,FALSE
40/1218/869,FALSE
40/1209/31,FALSE
40/1211/2075,FALSE
40/1211/2077,FALSE
40/1219/590,FALSE
40/1219/592,FALSE
40/1218/878,FALSE
40/1190/1897,FALSE
40/1219/634,FALSE
40/1214/1171,FALSE
40/1211/2107,FALSE
40/1190/1903,FALSE
40/1219/596,FALSE
40/1211/2108,FALSE
40/1218/882,FALSE
40/1190/1899,FALSE
40/1218/884,FALSE
40/1219/544,FALSE
40/1218/886,FALSE
40/1209/127,FALSE
40/1209/128,FALSE
40/1218/949,FALSE
40/1218/888,FALSE
40/1209/119,FALSE
40/1209/50,FALSE
40/1211/2027,FALSE
40/1209/51,FALSE
40/1219/602,FALSE
40/1218/955,FALSE
40/1219/648,FALSE
40/1218/965,FALSE
40/1211/2049,FALSE
40/1214/1173,FALSE
40/1215/1402,FALSE
40/1218/939,FALSE
40/1219/650,FALSE
40/1219/662,FALSE
40/1211/2030,FALSE
40/1211/2031,FALSE
40/1218/801,FALSE
40/1218/979,FALSE
40/1218/986,FALSE
40/1187/1939,FALSE
40/1218/810,FALSE
40/1219/504,FALSE
40/1219/610,FALSE
40/1209/94,FALSE
40/1209/97,FALSE
40/1209/121,FALSE
40/1209/124,FALSE
40/1209/101,FALSE
40/1211/2138,FALSE
40/1219/862,FALSE
40/1214/1237,FALSE
40/1219/868,FALSE
40/1211/2159,FALSE
40/1214/1193,FALSE
40/1211/2213,FALSE
40/1219/622,FALSE
40/1219/770,FALSE
40/1218/1002,FALSE
40/1219/733,FALSE
40/1207/64,FALSE
40/1187/1948,FALSE
40/1214/1255,FALSE
40/1209/73,FALSE
40/1218/1004,FALSE
40/1219/782,FALSE
40/1219/784,FALSE
40/1209/107,FALSE
40/1211/2277,FALSE
40/1219/792,FALSE
40/1219/885,FALSE
40/1219/923,FALSE
40/1211/2162,FALSE
